category_main,category_main_id,category_sub,category_sub_id,category_detail,category_detail_id
취미/팬시,10000030006,문구,100000300060001,필기/사무,1000003000600010009
취미/팬시,10000030006,문구,100000300060001,포장/카드류,1000003000600010010
취미/팬시,10000030006,디지털/기기,100000300060004,이어폰/헤드폰,1000003000600040004
취미/팬시,10000030006,디지털/기기,100000300060004,PC/노트북/웨어러블,1000003000600040005
취미/팬시,10000030006,디지털/기기,100000300060004,모바일 액세서리,1000003000600040003
취미/팬시,10000030006,디지털/기기,100000300060004,충전용품,1000003000600040002
취미/팬시,10000030006,디지털/기기,100000300060004,키보드/마우스,1000003000600040006
취미/팬시,10000030006,디지털/기기,100000300060004,카메라/필름,1000003000600040007
취미/팬시,10000030006,디지털/기기,100000300060004,게임기/타이틀,1000003000600040008
취미/팬시,10000030006,음반,100000300060005,앨범,1000003000600050001
취미/팬시,10000030006,음반,100000300060005,아티스트 굿즈,1000003000600050002
