olive_detail_id,olive_detail,qoo_big,qoo_mid,qoo_small,qoo_small_code,similarity
1000003000500140008,가드닝,목욕・미용・케어용품,브러쉬/털관리 용품,가위,320002594,0.4
1000003000500140010,욕실용품/샤워기,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.31
1000003000500140009,타월/가운,목욕・미용・케어용품,브러쉬/털관리 용품,가위,320002594,0.29
1000003000500170001,강아지 사료/간식,스킨케어,팩,아이패치 ,320001630,0.29
1000003000500170004,강아지 용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.55
1000003000500170005,강아지 패션,스킨케어,기초화장품,토너 패드,320001620,0.36
1000003000500170002,강아지 배변/위생,스킨케어,팩,아이패치 ,320001630,0.29
1000003000500170006,고양이 사료/간식,스킨케어,팩,아이패치 ,320001630,0.29
1000003000500170009,고양이 용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.55
1000003000500170007,고양이 배변/위생,스킨케어,팩,아이패치 ,320001630,0.29
1000003000500150001,유아용 기저귀,미용・건강가전,마사지기기,휴대용 마사지기,320002115,0.4
1000003000500150002,수유/이유용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.33
1000003000500150003,유아생활용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.36
1000003000500150004,출산용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.44
1000003000600060001,키링/인형,스킨케어,기초화장품,올인원,320001625,0.25
1000003000600060002,캐릭터/굿즈,스킨케어,세안・클렌징,클렌징 워터,320001646,0.17
1000003000600060003,포토앨범/슬리브,스킨케어,세안・클렌징,포인트 리무버,320001650,0.27
1000003000600060004,파티/이벤트,베이스 메이크업,하이라이터,파우더 하이라이트,320001667,0.4
1000003000600010002,노트/메모지,미용・건강가전,마사지기기,시트마사지기,320002113,0.33
1000003000600010012,다이어리/플래너,포인트 메이크업,립 메이크업,립 라이너,320001713,0.31
1000003000600010001,스티커/데코,네일,간단하게 붙이는 타입,네일 스티커,320001806,0.5
1000003000600010009,필기/사무,맨즈뷰티,셰이빙・그루밍,면도기,320001847,0.25
1000003000600010010,포장/카드류,목욕・미용・케어용품,브러쉬/털관리 용품,장갑,320002599,0.25
1000003000600040004,이어폰/헤드폰,미용・건강가전,네일케어가전,네일드라이어,320002116,0.31
1000003000600040005,PC/노트북/웨어러블,베이스 메이크업,메이크업 베이스,컨트롤 컬러,320001680,0.24
1000003000600040003,모바일 액세서리,네일,매니큐어・젤・아트,네일 리무버,320001817,0.43
1000003000600040002,충전용품,목욕・미용・케어용품,위생・청소용품,살충 용품,320002621,0.67
1000003000600040006,키보드/마우스,포인트 메이크업,마스카라,마스카라,320001705,0.36
1000003000600040007,카메라/필름,포인트 메이크업,마스카라,마스카라,320001705,0.4
1000003000600040008,게임기/타이틀,메이크업 소품,메이크업 도구,기름종이,320001736,0.36
1000003000600050001,앨범,,,,,0
1000003000600050002,아티스트 굿즈,네일,네일케어・굿즈,네일 아티스트용 용품,320001826,0.56
